replicon,replicon type,GC%,hitcount,best identity%
NZ_CP155630.1,plasmid,47.30118089664542,0,n/a
CP063420.1,chromosome,47.78579591020423,9,80.560
CP063421.1,chromosome,47.10970762467226,0,n/a
CP063422.1,plasmid,42.224573069366784,0,n/a
CP063423.1,plasmid,38.98781630740394,0,n/a
CP189230.1,chromosome,47.702120769541516,9,80.560
CP189231.1,chromosome,46.83329496253277,0,n/a
CP178037.1,chromosome,47.581992489499626,7,78.830
CP178039.1,plasmid,44.64262199136733,0,n/a
CP178038.1,plasmid,50.16735324407827,0,n/a
CP178040.1,plasmid,45.27575442247659,0,n/a
CM126333.1,chromosome,47.62430814792308,7,78.730
JBQSSY010000004.1,plasmid,44.8162478563431,0,n/a
JBQSSY010000002.1,plasmid,45.27754763877382,0,n/a
JBQSSY010000003.1,plasmid,50.13315513801948,0,n/a
CP045145.1,chromosome,47.63098679177289,7,78.730
CP045147.1,plasmid,44.83450208383711,0,n/a
CP045146.1,plasmid,50.16884698798761,0,n/a
CP045148.1,plasmid,45.27575442247659,0,n/a
NZ_CP154821.1,chromosome,47.636915829630965,7,78.807
NZ_CP154823.1,plasmid,44.643928419882066,0,n/a
NZ_CP154822.1,plasmid,50.16300847247683,0,n/a
NZ_CP154824.1,plasmid,45.27575442247659,0,n/a
CP090399.1,chromosome,47.65934642006885,9,80.560
CP090400.1,chromosome,47.01805478006134,0,n/a
NZ_CP184807.1,chromosome,47.21467684421769,0,n/a
NZ_CP184808.1,chromosome,47.72948369666318,10,80.591
CP009785.1,chromosome,47.63234614785779,6,78.807
CP009783.1,plasmid,44.83607140317189,0,n/a
CP009784.1,plasmid,50.199647135295756,0,n/a
CP009782.1,plasmid,44.04907975460123,0,n/a
CP013307.1,chromosome,47.84341296225026,10,80.560
CP013308.1,chromosome,46.80786412680863,0,n/a
CM126275.1,chromosome,47.6243193463075,7,78.730
JBQSQQ010000004.1,plasmid,44.81645139360979,0,n/a
JBQSQQ010000002.1,plasmid,45.25221008840354,0,n/a
JBQSQQ010000003.1,plasmid,50.13152470505094,0,n/a
CP189213.1,chromosome,47.47423682393423,9,80.560
CP161833.1,chromosome,47.66911516190093,9,80.560
CP161834.1,chromosome,47.064504910447646,0,n/a
CP053794.1,chromosome,47.74883719703493,10,80.516
CP053795.1,chromosome,47.19832592550835,0,n/a
NZ_CP063303.2,chromosome,47.641225700348045,7,78.807
NZ_CM126259.1,chromosome,47.62488754463719,7,78.730
NZ_JBQSQA010000004.1,plasmid,44.83386177185674,0,n/a
NZ_JBQSQA010000003.1,plasmid,45.265014002696816,0,n/a
NZ_JBQSQA010000002.1,plasmid,50.24384699634229,0,n/a
NZ_CP177882.1,chromosome,47.592324518331544,7,78.730
NZ_CP177885.1,plasmid,44.8224012709941,0,n/a
NZ_CP177884.1,plasmid,50.16585964808048,0,n/a
NZ_CP177883.1,plasmid,45.271043595879725,0,n/a
CP188902.1,chromosome,47.697536557996344,9,80.560
CP188903.1,chromosome,46.84621535603012,0,n/a
NZ_CP046740.1,chromosome,47.56637689045622,10,80.635
NZ_CP046739.1,chromosome,47.08980969692473,0,n/a
NZ_CP090399.1,chromosome,47.65934642006885,9,80.560
NZ_CP090400.1,chromosome,47.01805478006134,0,n/a
NZ_CP178037.1,chromosome,47.581992489499626,7,78.830
NZ_CP178039.1,plasmid,44.64262199136733,0,n/a
NZ_CP178038.1,plasmid,50.16735324407827,0,n/a
NZ_CP178040.1,plasmid,45.27575442247659,0,n/a
NZ_CP151619.1,chromosome,47.59357683379157,7,78.830
NZ_CP151621.1,plasmid,44.64311843375962,0,n/a
NZ_CP151620.1,plasmid,50.160542276132716,0,n/a
NZ_CP151622.1,plasmid,45.270059319388075,0,n/a
NZ_CM126333.1,chromosome,47.62430814792308,7,78.730
NZ_JBQSSY010000004.1,plasmid,44.8162478563431,0,n/a
NZ_JBQSSY010000002.1,plasmid,45.27754763877382,0,n/a
NZ_JBQSSY010000003.1,plasmid,50.13315513801948,0,n/a
CP155628.1,chromosome,47.635270493673616,7,78.807
CP155631.1,plasmid,44.642778761320905,0,n/a
CP155629.1,plasmid,50.20309660247688,0,n/a
CP155630.1,plasmid,47.30118089664542,0,n/a
NZ_CP063420.1,chromosome,47.78579591020423,9,80.560
NZ_CP063421.1,chromosome,47.10970762467226,0,n/a
NZ_CP063422.1,plasmid,42.224573069366784,0,n/a
NZ_CP063423.1,plasmid,38.98781630740394,0,n/a
CM126339.1,chromosome,47.62459873374647,7,78.730
JBQSTB010000004.1,plasmid,44.82216239195125,0,n/a
JBQSTB010000003.1,plasmid,45.27754763877382,0,n/a
JBQSTB010000002.1,plasmid,50.13467285309846,0,n/a
CP177866.1,chromosome,47.602193127166956,7,78.730
CP177868.1,plasmid,44.80573004007618,0,n/a
CP177869.1,plasmid,50.1884446516688,0,n/a
CP177867.1,plasmid,45.27575442247659,0,n/a
CP189330.1,chromosome,47.68540642348443,9,80.560
CP189331.1,chromosome,46.80100960079824,0,n/a
CP189164.1,chromosome,47.698063735179645,9,80.560
CP189165.1,chromosome,46.83315865352034,0,n/a
NC_017265.1,contig/unkown,47.588702981401624,7,78.830
NC_017263.1,plasmid,44.630353600186716,0,n/a
NC_017266.1,plasmid,50.15309308462421,0,n/a
NC_017264.1,plasmid,45.29166666666667,0,n/a
CP189059.1,chromosome,47.700805776509334,9,80.560
CP189060.1,chromosome,46.977916670600564,0,n/a
CM126259.1,chromosome,47.62488754463719,7,78.730
JBQSQA010000004.1,plasmid,44.83386177185674,0,n/a
JBQSQA010000003.1,plasmid,45.265014002696816,0,n/a
JBQSQA010000002.1,plasmid,50.24384699634229,0,n/a
CP177882.1,chromosome,47.592324518331544,7,78.730
CP177885.1,plasmid,44.8224012709941,0,n/a
CP177884.1,plasmid,50.16585964808048,0,n/a
CP177883.1,plasmid,45.271043595879725,0,n/a
CP063303.2,chromosome,47.641225700348045,7,78.807
CP189294.1,chromosome,47.702136373033134,9,80.560
CP189295.1,chromosome,46.93526225628163,0,n/a
NZ_CP053794.1,chromosome,47.74883719703493,10,80.516
NZ_CP053795.1,chromosome,47.19832592550835,0,n/a
CP184807.1,chromosome,47.21467684421769,0,n/a
CP184808.1,chromosome,47.72948369666318,10,80.591
NZ_CM126275.1,chromosome,47.6243193463075,7,78.730
NZ_JBQSQQ010000004.1,plasmid,44.81645139360979,0,n/a
NZ_JBQSQQ010000002.1,plasmid,45.25221008840354,0,n/a
NZ_JBQSQQ010000003.1,plasmid,50.13152470505094,0,n/a
NZ_CP007653.1,chromosome,47.67781648392967,7,80.560
NZ_CP007654.1,chromosome,47.00718359644016,0,n/a
NZ_CP007655.1,chromosome,37.25410320913029,0,n/a
NZ_CP047297.1,chromosome,47.62091437914059,9,80.560
NZ_CP047298.1,chromosome,46.92107399680667,0,n/a
NZ_CP065918.1,chromosome,47.56905777669831,6,78.807
CP177834.1,chromosome,47.65786848025733,7,78.730
CP177838.1,plasmid,44.80833960602747,0,n/a
CP177836.1,plasmid,49.06632324533162,0,n/a
CP177837.1,plasmid,50.16684985493469,0,n/a
CP177835.1,plasmid,45.27575442247659,0,n/a
CP001233.1,chromosome,47.83187549416202,7,80.560
CP001234.1,chromosome,47.035977300832776,0,n/a
CP137093.1,chromosome,47.91529141496966,10,80.516
CP137094.1,chromosome,46.687929816485635,0,n/a
NZ_CP047059.1,chromosome,47.82057913405108,8,80.560
NZ_CP047060.1,chromosome,46.9119748148959,0,n/a
CP189116.1,chromosome,47.6989229877569,9,80.560
CP189117.1,chromosome,46.83274384753205,0,n/a
NZ_CP053744.1,chromosome,47.648939565919356,10,80.790
NZ_CP053745.1,chromosome,47.0111184118624,0,n/a
CP189286.1,chromosome,47.7018293841746,9,80.560
CP189287.1,chromosome,46.93444227464093,0,n/a
NZ_CP013313.1,chromosome,47.90432930265411,10,80.560
NZ_CP013314.1,chromosome,46.781433197046944,0,n/a
NZ_CP016273.1,chromosome,47.579701935651805,6,78.807
NZ_CP016274.1,plasmid,44.835286754665454,0,n/a
NZ_CP016275.1,plasmid,50.22866645878806,0,n/a
NZ_CP016276.1,plasmid,45.26633374947981,0,n/a
CP189092.1,chromosome,47.47565340874046,9,80.560
CP001235.1,chromosome,47.77998451098153,8,80.635
CP001236.1,chromosome,46.86732264120041,0,n/a
NZ_CM126311.1,chromosome,47.62343867514771,7,78.730
NZ_JBQSSB010000002.1,plasmid,44.82069737457317,0,n/a
NZ_JBQSSB010000004.1,plasmid,45.244029075804775,0,n/a
NZ_JBQSSB010000003.1,plasmid,50.13905403944614,0,n/a
CP188862.1,chromosome,47.699995652073,9,80.560
CP188863.1,chromosome,46.82938131670042,0,n/a
AP023373.1,chromosome,48.012627359697746,10,80.560
AP023374.1,chromosome,46.84865426139099,0,n/a
NZ_CM126290.1,chromosome,47.62364951107184,7,78.730
NZ_JBQSRG010000002.1,plasmid,44.83237452886332,0,n/a
NZ_JBQSRG010000004.1,plasmid,45.263484832798426,0,n/a
NZ_JBQSRG010000003.1,plasmid,50.13413783276501,0,n/a
NZ_CP009906.1,chromosome,47.70555545171393,7,78.730
NZ_CP009905.1,plasmid,44.83425807369469,0,n/a
NZ_CP009904.1,plasmid,50.23789039420355,0,n/a
NZ_CP009903.1,plasmid,45.28046622957644,0,n/a
CM185154.1,chromosome,47.59907411155655,10,80.560
CM185155.1,chromosome,47.3981887642439,0,n/a
CM126286.1,chromosome,47.62361188207307,7,78.730
JBQSRD010000004.1,plasmid,44.81771276294154,0,n/a
JBQSRD010000003.1,plasmid,45.25790349417637,0,n/a
JBQSRD010000002.1,plasmid,50.14251174493346,0,n/a
NZ_AP023379.1,chromosome,47.92536007254525,10,80.516
NZ_AP023380.1,chromosome,47.06098998232174,0,n/a
NC_005810.1,contig/unkown,47.6500767671404,7,78.730
NC_005813.1,plasmid,44.84670534072607,0,n/a
NC_005814.1,plasmid,49.06632324533162,0,n/a
NC_005815.1,plasmid,50.31132199321093,0,n/a
NC_005816.1,plasmid,45.25965240919971,0,n/a
CM126311.1,chromosome,47.62343867514771,7,78.730
JBQSSB010000002.1,plasmid,44.82069737457317,0,n/a
JBQSSB010000004.1,plasmid,45.244029075804775,0,n/a
JBQSSB010000003.1,plasmid,50.13905403944614,0,n/a
CP053744.1,chromosome,47.648939565919356,10,80.790
CP053745.1,chromosome,47.0111184118624,0,n/a
CP189198.1,chromosome,47.68539086877923,9,80.560
CP189199.1,chromosome,46.83319037062618,0,n/a
CP033690.1,chromosome,47.64546329814584,7,78.830
CP033689.1,plasmid,44.633427662864314,0,n/a
CP033691.1,plasmid,45.271043595879725,0,n/a
CP033692.1,plasmid,50.14613984155882,0,n/a
CP033693.1,plasmid,50.01587609589162,0,n/a
NZ_CP177834.1,chromosome,47.65786848025733,7,78.730
NZ_CP177838.1,plasmid,44.80833960602747,0,n/a
NZ_CP177836.1,plasmid,49.06632324533162,0,n/a
NZ_CP177837.1,plasmid,50.16684985493469,0,n/a
NZ_CP177835.1,plasmid,45.27575442247659,0,n/a
CP047297.1,chromosome,47.62091437914059,9,80.560
CP047298.1,chromosome,46.92107399680667,0,n/a
CP189140.1,chromosome,47.69808531781008,9,80.560
CP189141.1,chromosome,46.83315865352034,0,n/a
NZ_CM126286.1,chromosome,47.62361188207307,7,78.730
NZ_JBQSRD010000004.1,plasmid,44.81771276294154,0,n/a
NZ_JBQSRD010000003.1,plasmid,45.25790349417637,0,n/a
NZ_JBQSRD010000002.1,plasmid,50.14251174493346,0,n/a
NZ_CM185154.1,chromosome,47.59907411155655,10,80.560
NZ_CM185155.1,chromosome,47.3981887642439,0,n/a
AP023379.1,chromosome,47.92536007254525,10,80.516
AP023380.1,chromosome,47.06098998232174,0,n/a
CP188915.1,chromosome,47.70020299586456,9,80.560
CP188916.1,chromosome,46.84621535603012,0,n/a
CP189290.1,chromosome,47.70184498755049,9,80.560
CP189291.1,chromosome,46.93504819778136,0,n/a
NZ_AP023373.1,chromosome,48.012627359697746,10,80.560
NZ_AP023374.1,chromosome,46.84865426139099,0,n/a
NZ_CP006754.1,chromosome,47.624491339545614,7,78.830
NZ_CP006753.1,plasmid,44.88968429294483,0,n/a
NZ_CP006752.1,plasmid,51.97310621737204,0,n/a
CP189244.1,chromosome,47.702075462440504,9,80.560
CP189245.1,chromosome,46.83329496253277,0,n/a
CM126290.1,chromosome,47.62364951107184,7,78.730
JBQSRG010000002.1,plasmid,44.83237452886332,0,n/a
JBQSRG010000004.1,plasmid,45.263484832798426,0,n/a
JBQSRG010000003.1,plasmid,50.13413783276501,0,n/a
CP189158.1,chromosome,47.69799994842115,9,80.560
CP189159.1,chromosome,46.83320212995076,0,n/a
CP189051.1,chromosome,47.70098280201518,9,80.560
CP189052.1,chromosome,46.977910964077466,0,n/a
NC_016944.1,chromosome,47.65665264592928,8,80.560
NC_016945.1,chromosome,46.91914085526463,0,n/a
LT992492.1,chromosome,47.68455708436543,9,80.560
LT992493.1,chromosome,46.95017317043226,0,n/a
CP188977.1,chromosome,47.700081695687324,9,80.560
CP188978.1,chromosome,46.833437151007836,0,n/a
NZ_CP171658.1,chromosome,47.710887914643806,9,80.560
NZ_CP171659.1,chromosome,46.92053110005846,0,n/a
NZ_CP177906.1,chromosome,47.592540671695744,7,78.730
NZ_CP177907.1,plasmid,44.635355892648775,0,n/a
NZ_CP177908.1,plasmid,50.15308691711149,0,n/a
NZ_CP177909.1,plasmid,45.27575442247659,0,n/a
CP173268.1,chromosome,47.68243942411,10,80.560
CP173269.1,chromosome,47.01970045521403,0,n/a
CP173270.1,plasmid,52.587349432917755,0,n/a
CP189312.1,chromosome,47.685439042919676,9,80.560
CP189313.1,chromosome,46.80100960079824,0,n/a
CP006758.1,chromosome,47.62881818934356,7,78.830
CP006757.1,plasmid,44.89071000041954,0,n/a
CP006756.1,plasmid,52.00639360056053,0,n/a
NZ_OW443147.1,chromosome,47.658029196840694,9,80.560
NZ_OW443148.1,chromosome,47.01991299739603,0,n/a
NZ_OW443149.1,plasmid,51.37076233183856,0,n/a
CP189174.1,chromosome,47.68542046819373,9,80.560
CP189175.1,chromosome,46.833135134482795,0,n/a
CP064120.1,chromosome,47.58488828319223,7,78.807
CP171668.1,chromosome,47.713847062454825,9,80.560
CP171669.1,chromosome,46.920557134693176,0,n/a
NZ_CP064127.1,chromosome,47.63322705053461,7,78.871
NZ_CP151595.1,chromosome,47.63682044345538,7,78.807
NZ_CP151597.1,plasmid,44.643928419882066,0,n/a
NZ_CP151596.1,plasmid,50.16300847247683,0,n/a
NZ_CP151598.1,plasmid,45.27575442247659,0,n/a
NZ_CP043554.1,chromosome,47.72285998489447,10,80.560
NZ_CP043556.1,chromosome,46.91858579305871,0,n/a
NZ_CP043555.1,plasmid,41.22533748701973,0,n/a
CP178029.1,chromosome,47.61569703096052,7,78.730
CP178030.1,plasmid,53.51519133606725,0,n/a
CP178031.1,plasmid,49.93703380800155,0,n/a
CP178032.1,plasmid,45.274771024146546,0,n/a
CP064123.1,chromosome,47.6404335677616,7,78.807
CP189031.1,chromosome,47.70090125498237,9,80.560
CP189032.1,chromosome,46.97772213662044,0,n/a
CP000627.1,chromosome,47.78006057401468,8,80.635
CP000626.1,chromosome,46.884457478005864,0,n/a
NZ_CP177844.1,chromosome,47.61277844503392,7,78.730
NZ_CP177845.1,plasmid,44.795051593409724,0,n/a
NZ_CP177846.1,plasmid,50.16536290721854,0,n/a
NZ_CP177847.1,plasmid,45.27575442247659,0,n/a
CP189090.1,chromosome,47.47581123840751,9,80.560
NC_002505.1,chromosome,47.69483062149186,8,80.560
NC_002506.1,chromosome,46.913546858898734,0,n/a
NZ_CP064120.1,chromosome,47.58488828319223,7,78.807
CP189254.1,chromosome,47.685339674555685,9,80.560
CP189255.1,chromosome,46.833233847287836,0,n/a
CP036499.1,chromosome,47.74951229293691,10,80.516
CP036500.1,chromosome,47.071209594040106,0,n/a
CP188967.1,chromosome,47.70000222300972,9,80.560
CP188968.1,chromosome,46.83338779511478,0,n/a
CP171658.1,chromosome,47.710887914643806,9,80.560
CP171659.1,chromosome,46.92053110005846,0,n/a
CP177906.1,chromosome,47.592540671695744,7,78.730
CP177907.1,plasmid,44.635355892648775,0,n/a
CP177908.1,plasmid,50.15308691711149,0,n/a
CP177909.1,plasmid,45.27575442247659,0,n/a
CP161835.1,chromosome,47.668118441608605,8,80.560
CP161836.1,chromosome,46.959424994203566,0,n/a
CP177844.1,chromosome,47.61277844503392,7,78.730
CP177845.1,plasmid,44.795051593409724,0,n/a
CP177846.1,plasmid,50.16536290721854,0,n/a
CP177847.1,plasmid,45.27575442247659,0,n/a
NZ_CP178029.1,chromosome,47.61569703096052,7,78.730
NZ_CP178030.1,plasmid,53.51519133606725,0,n/a
NZ_CP178031.1,plasmid,49.93703380800155,0,n/a
NZ_CP178032.1,plasmid,45.274771024146546,0,n/a
NZ_CP064123.1,chromosome,47.6404335677616,7,78.807
CP151611.1,chromosome,47.572455698163836,7,78.807
CP151613.1,plasmid,44.640688333162615,0,n/a
CP151612.1,plasmid,50.16300847247683,0,n/a
CP151614.1,plasmid,45.27575442247659,0,n/a
NZ_CP171668.1,chromosome,47.713847062454825,9,80.560
NZ_CP171669.1,chromosome,46.920557134693176,0,n/a
CP064127.1,chromosome,47.63322705053461,7,78.871
NZ_CP171680.1,chromosome,47.72311387226406,10,80.560
NZ_CP171681.1,chromosome,46.95199879715075,0,n/a
CM126268.1,chromosome,47.62442194929892,7,78.730
JBQSQJ010000004.1,plasmid,44.81981343389379,0,n/a
JBQSQJ010000002.1,plasmid,45.330981531438056,0,n/a
JBQSQJ010000003.1,plasmid,50.13360315932177,0,n/a
CP177958.1,chromosome,47.64693359951704,7,78.730
CP177961.1,plasmid,44.63634507103889,0,n/a
CP177959.1,plasmid,50.14159570493029,0,n/a
CP177960.1,plasmid,45.271043595879725,0,n/a
NZ_CP009973.1,chromosome,47.58254273114566,6,78.807
NZ_CP009972.1,plasmid,44.83607140317189,0,n/a
NZ_CP009971.1,plasmid,50.22762706579358,0,n/a
AP024967.1,chromosome,47.67671188622076,10,80.560
AP024968.1,chromosome,47.31484692222508,0,n/a
CP188852.1,chromosome,47.70002984702826,9,80.560
CP188853.1,chromosome,46.829387193728934,0,n/a
CP188838.1,chromosome,47.699852301488036,9,80.560
CP188839.1,chromosome,46.829126787662204,0,n/a
NZ_CP053810.1,chromosome,47.80559150221072,10,80.560
NZ_CP053811.1,chromosome,46.57117521203995,0,n/a
NZ_CP053812.1,plasmid,42.212644053196904,0,n/a
CP188943.1,chromosome,47.700052011872174,9,80.560
CP188944.1,chromosome,46.840222686410584,0,n/a
NZ_CM126305.1,chromosome,47.62333965425417,7,78.730
NZ_JBQSRV010000004.1,plasmid,44.82045177564266,0,n/a
NZ_JBQSRV010000002.1,plasmid,45.262829835861204,0,n/a
NZ_JBQSRV010000003.1,plasmid,50.13464373464374,0,n/a
NZ_CM126332.1,chromosome,47.6251592434034,7,78.730
NZ_JBQSSV010000003.1,plasmid,44.82201564448475,0,n/a
NZ_JBQSSV010000002.1,plasmid,45.27754763877382,0,n/a
NZ_JBQSSV010000004.1,plasmid,50.129637995718014,0,n/a
NZ_CP151627.1,chromosome,47.581872763493834,7,78.830
NZ_CP151629.1,plasmid,44.640688333162615,0,n/a
NZ_CP151628.1,plasmid,50.13693646350214,0,n/a
NZ_CP151630.1,plasmid,45.27575442247659,0,n/a
CP189123.1,chromosome,47.699919742784616,9,80.560
CP189124.1,chromosome,46.833208009580304,0,n/a
CM129949.1,chromosome,47.67875160931258,10,80.560
CM129950.1,chromosome,47.25192365344259,0,n/a
JBRUSY010000003.1,plasmid,42.232115443659815,0,n/a
JBRUSY010000004.1,plasmid,43.85556202679091,0,n/a
NC_012668.1,chromosome,47.51703717062317,7,80.560
NC_012667.1,chromosome,46.74811186031447,0,n/a
NZ_AP018677.1,chromosome,47.5010974747359,9,80.560
CP189096.1,chromosome,47.475375862467644,9,80.560
CP053810.1,chromosome,47.80559150221072,10,80.560
CP053811.1,chromosome,46.57117521203995,0,n/a
CP053812.1,plasmid,42.212644053196904,0,n/a
NZ_AP024967.1,chromosome,47.67671188622076,10,80.560
NZ_AP024968.1,chromosome,47.31484692222508,0,n/a
CP033696.1,chromosome,47.64931929047766,7,78.807
CP033694.1,plasmid,50.33461071128143,0,n/a
CP033695.1,plasmid,44.85136945307379,0,n/a
CP188906.1,chromosome,47.70011137958011,9,80.560
CP188907.1,chromosome,46.84602917945467,0,n/a
CP171680.1,chromosome,47.72311387226406,10,80.560
CP171681.1,chromosome,46.95199879715075,0,n/a
NZ_CM126268.1,chromosome,47.62442194929892,7,78.730
NZ_JBQSQJ010000004.1,plasmid,44.81981343389379,0,n/a
NZ_JBQSQJ010000002.1,plasmid,45.330981531438056,0,n/a
NZ_JBQSQJ010000003.1,plasmid,50.13360315932177,0,n/a
NZ_CP177958.1,chromosome,47.64693359951704,7,78.730
NZ_CP177961.1,plasmid,44.63634507103889,0,n/a
NZ_CP177959.1,plasmid,50.14159570493029,0,n/a
NZ_CP177960.1,plasmid,45.271043595879725,0,n/a
NZ_CM129949.1,chromosome,47.67875160931258,10,80.560
NZ_CM129950.1,chromosome,47.25192365344259,0,n/a
NZ_JBRUSY010000003.1,plasmid,42.232115443659815,0,n/a
NZ_JBRUSY010000004.1,plasmid,43.85556202679091,0,n/a
NZ_CP009715.1,chromosome,47.64254303482345,7,78.830
NZ_CP009713.1,plasmid,44.889311535933544,0,n/a
NZ_CP009714.1,plasmid,52.007913390712716,0,n/a
NC_016445.1,chromosome,47.67064450950476,7,80.560
NC_016446.1,chromosome,47.01867895046184,0,n/a
CP189306.1,chromosome,47.70218619005641,9,80.560
CP189307.1,chromosome,46.935455319435896,0,n/a
CM126305.1,chromosome,47.62333965425417,7,78.730
JBQSRV010000004.1,plasmid,44.82045177564266,0,n/a
JBQSRV010000002.1,plasmid,45.262829835861204,0,n/a
JBQSRV010000003.1,plasmid,50.13464373464374,0,n/a
CM126332.1,chromosome,47.6251592434034,7,78.730
JBQSSV010000003.1,plasmid,44.82201564448475,0,n/a
JBQSSV010000002.1,plasmid,45.27754763877382,0,n/a
JBQSSV010000004.1,plasmid,50.129637995718014,0,n/a
CP189133.1,chromosome,47.47420531879605,9,80.560
CP189126.1,chromosome,47.69986187958188,9,80.560
CP189127.1,chromosome,46.833016464786745,0,n/a
CP001593.1,chromosome,47.67886232960133,6,78.753
CP001594.1,plasmid,44.64165520470574,0,n/a
CP001595.1,plasmid,50.2042418648078,0,n/a
CP001596.1,plasmid,45.28046622957644,0,n/a
NZ_CP178057.1,chromosome,47.63549568716961,7,78.730
NZ_CP178060.1,plasmid,44.6445816628135,0,n/a
NZ_CP178058.1,plasmid,50.168343499960386,0,n/a
NZ_CP178059.1,plasmid,45.27575442247659,0,n/a
CP189184.1,chromosome,47.68091424299056,8,80.560
CP189185.1,chromosome,46.83314101427493,0,n/a
NZ_CP024162.1,chromosome,47.71091479533819,8,80.560
NZ_CP024163.1,chromosome,46.91892215054246,0,n/a
NZ_CM126331.1,chromosome,47.62405809825721,7,78.730
NZ_JBQSSW010000004.1,plasmid,44.81893202506877,0,n/a
NZ_JBQSSW010000002.1,plasmid,45.262829835861204,0,n/a
NZ_JBQSSW010000003.1,plasmid,50.13665768724069,0,n/a
CP189216.1,chromosome,47.47408931823259,9,80.560
CP151615.1,chromosome,47.63605123022438,7,78.830
CP151617.1,plasmid,44.64149839040093,0,n/a
CP151616.1,plasmid,50.16202717299745,0,n/a
CP151618.1,plasmid,45.270059319388075,0,n/a
NZ_CM126256.1,chromosome,47.63977258465918,7,78.807
NZ_JBQSPW010000002.1,plasmid,44.79569983973677,0,n/a
NZ_JBQSPW010000004.1,plasmid,45.27575442247659,0,n/a
NZ_JBQSPW010000003.1,plasmid,50.11425334947853,0,n/a
CM126345.1,chromosome,47.624217461950316,7,78.730
JBQSTH010000002.1,plasmid,44.81981662816897,0,n/a
JBQSTH010000004.1,plasmid,45.2513966480447,0,n/a
JBQSTH010000003.1,plasmid,50.13016356402574,0,n/a
CP177814.1,chromosome,47.605805593549576,7,78.730
CP177815.1,plasmid,44.80975983866157,0,n/a
CP177818.1,plasmid,48.86368730108925,0,n/a
CP177819.1,plasmid,48.830632490909906,0,n/a
CP177817.1,plasmid,50.16585964808048,0,n/a
CP177816.1,plasmid,45.28046622957644,0,n/a
CP001585.1,chromosome,47.62601492871796,6,78.730
CP001586.1,plasmid,44.64311843375962,0,n/a
CP001587.1,plasmid,50.20318517968361,0,n/a
CP001588.1,plasmid,45.28144834044324,0,n/a
NZ_CP020408.2,chromosome,47.69991619407284,9,80.560
NZ_CP020407.2,chromosome,46.914517416572785,0,n/a
CP189139.1,chromosome,47.47429054972952,9,80.560
NZ_CP196693.1,chromosome,47.671804905571555,7,78.730
NZ_CP196695.1,plasmid,44.81555546100498,0,n/a
NZ_CP196694.1,plasmid,50.164869441226266,0,n/a
NZ_CP196696.1,plasmid,45.27575442247659,0,n/a
CM126267.1,chromosome,47.62454264623728,7,78.730
JBQSQI010000002.1,plasmid,44.823384388681866,0,n/a
JBQSQI010000005.1,plasmid,38.52189781021898,0,n/a
JBQSQI010000003.1,plasmid,45.241550901928264,0,n/a
JBQSQI010000004.1,plasmid,50.13712364719412,0,n/a
CP177954.1,chromosome,47.64560786147838,7,78.730
CP177957.1,plasmid,44.6348863669516,0,n/a
CP177955.1,plasmid,50.14159570493029,0,n/a
CP177956.1,plasmid,45.271043595879725,0,n/a
CP160678.1,chromosome,47.6819088299675,8,80.560
CP160679.1,chromosome,47.07705550783569,0,n/a
CP001589.1,chromosome,47.63189267041054,6,78.730
CP001590.1,plasmid,44.71973013708462,0,n/a
CP001591.1,plasmid,50.23009807800429,0,n/a
CP001592.1,plasmid,45.285179017485426,0,n/a
CP188939.1,chromosome,47.699877473255306,9,80.560
CP188940.1,chromosome,46.84003668038771,0,n/a
NZ_CP053808.1,chromosome,48.03939138881702,10,80.635
NZ_CP053809.1,chromosome,46.45187424356087,0,n/a
CM170609.1,chromosome,47.68601877797675,9,80.560
CM170610.1,chromosome,46.91598046386523,0,n/a
CP189267.1,chromosome,47.47421801807247,9,80.560
CP189265.1,chromosome,47.6334193225551,9,80.560
CP189266.1,chromosome,47.136123131784416,0,n/a
NZ_CM126271.1,chromosome,47.624433564805976,7,78.730
NZ_JBQSQM010000003.1,plasmid,44.82700015579192,0,n/a
NZ_JBQSQM010000002.1,plasmid,45.27852557465314,0,n/a
NZ_JBQSQM010000004.1,plasmid,50.140980675331825,0,n/a
CP189210.1,chromosome,47.47416184976688,9,80.560
NZ_CM126345.1,chromosome,47.624217461950316,7,78.730
NZ_JBQSTH010000002.1,plasmid,44.81981662816897,0,n/a
NZ_JBQSTH010000004.1,plasmid,45.2513966480447,0,n/a
NZ_JBQSTH010000003.1,plasmid,50.13016356402574,0,n/a
CM126256.1,chromosome,47.63977258465918,7,78.807
JBQSPW010000002.1,plasmid,44.79569983973677,0,n/a
JBQSPW010000004.1,plasmid,45.27575442247659,0,n/a
JBQSPW010000003.1,plasmid,50.11425334947853,0,n/a
NZ_CP177814.1,chromosome,47.605805593549576,7,78.730
NZ_CP177815.1,plasmid,44.80975983866157,0,n/a
NZ_CP177818.1,plasmid,48.86368730108925,0,n/a
NZ_CP177819.1,plasmid,48.830632490909906,0,n/a
NZ_CP177817.1,plasmid,50.16585964808048,0,n/a
NZ_CP177816.1,plasmid,45.28046622957644,0,n/a
CP189005.1,chromosome,47.69747879411392,9,80.560
CP189006.1,chromosome,46.83336427775715,0,n/a
CP189094.1,chromosome,47.47534385570698,9,80.560
CP178057.1,chromosome,47.63549568716961,7,78.730
CP178060.1,plasmid,44.6445816628135,0,n/a
CP178058.1,plasmid,50.168343499960386,0,n/a
CP178059.1,plasmid,45.27575442247659,0,n/a
